epsilon,sigma
0.2148296852,461.7852822
0.2156627936,461.9344899
0.2164955022,462.0829019
0.2173286357,462.2362875
0.2181611194,462.372365
0.2189946777,462.5090393
0.2198269615,462.6343738
0.220660095,462.7704513
0.2214930035,462.9164759
0.2223261119,463.0418104
0.2231588456,463.1723175
0.223991954,463.2831291
0.2248248876,463.4050816
0.2256577961,463.5411591
0.2264905047,463.6563475
0.2273236382,463.7719337
0.2281563218,463.8819496
0.2289892554,463.9859971
0.229821964,464.0808933
0.2306550975,464.1911081
0.2314882059,464.2993334
0.2323211394,464.4047736
0.2331538481,464.5078264
0.2339869815,464.6150571
0.2348198651,464.7067701
0.2356530235,464.8016662
0.2364853073,464.8854215
0.2373184158,464.9823071
0.2381513493,465.0742191
0.2389844578,465.1559849
0.2398171914,465.2385465
0.2406502999,465.3119568
0.2414832334,465.4098371
0.2423161419,465.4923987
0.2431488506,465.5674004
0.243981959,465.643198
0.2448148926,465.7062631
0.2456476012,465.7760924
0.2464802849,465.8415448
0.2473136182,465.908191
0.2481463518,465.9732456
0.2489794603,466.038698
0.2498123938,466.1133019
0.2506451774,466.1785554
0.251478011,466.2368459
0.2523110945,466.2881734
0.253143928,466.3379093
0.2539770115,466.3983882
0.2548098451,466.455684
0.2556429285,466.50164
0.2564757621,466.5454076
0.2573085957,466.5796259
0.2581414293,466.63911
0.2589745127,466.7025731
0.2598073463,466.7334094
0.2606404298,466.7775748
0.2614732634,466.8113953
0.262306097,466.8456136
0.2631386807,466.8788372
0.263972014,466.9164375
0.2648048476,466.9562263
0.265637931,466.9844763
0.2664707646,467.0192914
0.2673033483,467.0529129
0.2681366817,467.0775819
0.2689697651,467.1012562
0.269802099,467.1173707
0.2706351824,467.1458196
0.271468016,467.1722791
0.2723010995,467.1925714
0.2731341829,467.2126647
0.2739670165,467.2170414
0.2747998501,467.246684
0.2756326837,467.2661805
0.2764657671,467.2723478
0.2772988506,467.2912474
0.2781316842,467.2896559
0.2789645177,467.3029851
0.2797971014,467.3075608
0.2806304348,467.3039798
0.2814630185,467.317309
0.2822958521,467.324471
0.2831289355,467.3378002
0.2839622689,467.3342193
0.2847946027,467.3286488
0.285627936,467.331434
0.2864605197,467.3252668
0.2872936032,467.3232774
0.2881264368,467.3250679
0.2889595202,467.3149217
0.2897923538,467.3101471
0.2906254373,467.2920432
0.291458021,467.2922421
0.2922913543,467.2930379
0.2931241879,467.2769235
0.2939572714,467.2596154
0.2947898551,467.2337527
0.2956226887,467.2146541
0.2964555222,467.1971471
0.2972886057,467.1728759
0.2981216892,467.1541752
0.2989545227,467.1203548
0.2997873563,467.1143865
0.3006201899,467.0861365
0.3014532734,467.0646506
0.3022863568,467.0308302
0.3031191904,467.0061611
0.303952024,466.9830837
0.3047848576,466.9512527
0.305617941,466.9186259
0.3064510245,466.872471
0.3072836082,466.8380537
0.3081164418,466.8133847
0.3089497751,466.7753865
0.3097823588,466.745346
0.3106154423,466.6997879
0.3114482759,466.6594023
0.3122811094,466.6062843
0.313113943,466.554559
0.3139470265,466.5233248
0.3147798601,466.4755783
0.3156129435,466.4250466
0.3164457771,466.3836664
0.3172788606,466.3402966
0.3181116942,466.2853882
0.3189447776,466.2290871
0.3197773613,466.169603
0.3206101949,466.1220554
0.3214430285,466.0641628
0.3222761119,466.003485
0.3231091954,465.9424093
0.323942029,465.8735748
0.3247746127,465.8214515
0.325607946,465.766742
0.3264407796,465.696117
0.3272738631,465.6211152
0.3281066967,465.5465114
0.3289395302,465.4731011
0.3297721139,465.3982983
0.3306054473,465.3278723
0.331438031,465.2506821
0.3322711144,465.1681205
0.333103948,465.0974955
0.3339370315,465.0230905
0.3347698651,464.9391363
0.3356029485,464.8500095
0.3364357821,464.7580976
0.3372688656,464.6777243
0.3381016992,464.5899902
0.3389347826,464.4907173
0.3397673663,464.4059673
0.3406004498,464.2999303
0.3414332834,464.2066257
0.3422663668,464.1149126
0.3430992004,464.0108651
0.3439322839,463.9022419
0.3447648676,463.7904355
0.3455977011,463.6764408
0.3464305347,463.5532946
0.3472636182,463.4452682
0.3480964518,463.3237136
0.3489297851,463.2017612
0.3497623688,463.0851802
0.3505954523,462.962034
0.3514282859,462.8265534
0.3522613693,462.6916696
0.3530942029,462.5432576
0.3539270365,462.407578
0.3547598701,462.2647364
0.3555929535,462.1085656
0.356426037,461.9549811
0.3572588706,461.7856801
0.3580914543,461.6336871
0.3589247876,461.4705533
0.3597573713,461.2978702
0.3605904548,461.1035022
0.3614232884,460.924055
0.3622561219,460.7346606
0.3630889555,460.5331307
0.363922039,460.3250356
0.3647546227,460.1097785
0.365587956,459.8998929
0.3664207896,459.6836411
0.3672538731,459.4465003
0.3680867066,459.2127415
0.36892004,458.9570988
0.3697523738,458.6867344
0.3705852074,458.430097
0.3714182909,458.1571463
0.3722513743,457.8603223
0.3730842079,457.5605142
0.3739170415,457.243199
0.3747498751,456.9264807
0.3755829585,456.5988205
0.3764157921,456.2421144
0.3772488756,455.8856074
0.3780817091,455.5006514
0.3789145427,455.1125122
0.3797473763,454.7032851
0.3805804598,454.2862991
0.3814132934,453.8528009
0.3822463768,453.4027903
0.3830789605,452.9507902
0.3839122939,452.4741212
0.3847448776,451.9686053
0.3855782109,451.453938
0.3864107946,450.9191774
0.3872438781,450.3816316
0.3880767116,449.8154378
0.3889095452,449.2289519
0.3897426287,448.6337124
0.3905754623,448.006443
0.3914085457,447.3801683
0.3922413793,446.7355908
0.3930742129,446.0605748
0.3939072964,445.367853
0.3947401299,444.6534462
0.3955729635,443.9259092
0.3964057971,443.1806662
0.3972386307,442.4067752
0.3980717141,441.6332822
0.3989045477,440.8223878
0.3997373813,440.0087081
0.4005704648,439.1641922
0.4014032984,438.302965
0.4022366317,437.40931
0.4030692154,436.505111
0.4039022989,435.5838028
0.4047351324,434.6378256
0.4055682159,433.6641953
0.4064010495,432.6740526
0.4072338831,431.6488958
0.4080667166,430.6231422
0.4088998001,429.5737143
0.4097326337,428.4825082
0.4105657171,427.3720046
0.4113985507,426.2268848
0.4122311344,425.0616717
0.413063968,423.9024268
0.4138973013,422.6922524
0.4147301349,421.4631784
0.4155629685,420.2102311
0.4163958021,418.9354
0.4172288856,417.639083
0.4180617191,416.2936269
0.4188948026,414.9161409
0.4197273863,413.5221425
0.4205604698,412.0985015
0.4213935532,410.6366634
0.4222266367,409.1523446
0.4230592204,407.6234624
0.4238923038,406.0631472
0.4247248876,404.4819428
0.425557971,402.8655254
0.4263910545,401.2083246
0.4272238881,399.5061624
0.4280567216,397.7646095
0.4288895552,395.9882414
0.4297223888,394.1734771
0.4305554723,392.3115632
0.4313885557,390.4070754
0.4322213893,388.4530506
0.4330542229,386.4626191
0.4338873063,384.4117087
0.4347198901,382.3060888
0.4355532234,380.1376027
0.4363858071,377.9195796
0.4372188906,375.6370988
0.4380517241,373.2792183
0.4388848076,370.8437498
0.4397176412,368.3324837
0.4405504748,365.7217458
0.4413833083,363.0198917
0.4422163918,360.1668404
0.4430494753,357.1357346
0.4438823088,353.3478469
